index,statement,sample_id,openai/gpt-5.4
209,consumer experience from motorola,5,0
209,consumer experience from motorola,2,0
209,consumer experience from motorola,4,0
210,were monotonous didnt work great service,0,1
209,consumer experience from motorola,8,0
209,consumer experience from motorola,9,0
209,consumer experience from motorola,10,0
210,were monotonous didnt work great service,4,1
210,were monotonous didnt work great service,3,1
210,were monotonous didnt work great service,2,1
210,were monotonous didnt work great service,1,1
210,were monotonous didnt work great service,5,1
208,were absolutely stars,5,0
210,were monotonous didnt work great service,6,1
212,me,4,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,8,1
210,were monotonous didnt work great service,8,1
212,me,10,0
212,me,1,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,7,1
212,me,6,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,2,1
210,were monotonous didnt work great service,9,1
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,4,1
213,should have flavor,1,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,0,1
212,me,8,0
212,me,7,0
212,me,0,0
214,recommendation and was not disappointed,3,1
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,10,1
213,should have flavor,9,0
212,me,5,0
212,me,2,0
213,should have flavor,0,0
210,were monotonous didnt work great service,10,1
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,1,1
214,recommendation and was not disappointed,4,1
213,should have flavor,10,0
213,should have flavor,6,0
213,should have flavor,4,0
212,me,3,0
210,were monotonous didnt work great service,7,1
213,should have flavor,2,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,6,1
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,5,1
214,recommendation and was not disappointed,2,1
213,should have flavor,8,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,9,1
212,me,9,0
213,should have flavor,3,0
211,this movie is possibly one of the most disappointing aspects is the lack of notable gore,3,1
213,should have flavor,7,0
214,recommendation and was not disappointed,9,1
214,recommendation and was not disappointed,8,1
213,should have flavor,5,0
214,recommendation and was not disappointed,7,1
214,recommendation and was not disappointed,6,1
214,recommendation and was not disappointed,0,1
214,recommendation and was not disappointed,5,1
214,recommendation and was not disappointed,1,1
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,0,0
214,recommendation and was not disappointed,10,1
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,1,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,6,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,2,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,8,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,10,0
216,so good,3,1
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,7,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,3,0
218,good and friendly she made our day,6,1
217,as the actors,4,0
216,so good,1,1
216,so good,2,1
217,as the actors,1,0
216,so good,4,1
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,9,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,5,0
215,person and pretty sure who in the garbage for about this one but it specially when you wont regret it,4,0
218,good and friendly she made our day,9,1
217,as the actors,7,0
218,good and friendly she made our day,1,1
217,as the actors,10,0
218,good and friendly she made our day,8,1
216,so good,10,1
218,good and friendly she made our day,0,1
217,as the actors,6,0
218,good and friendly she made our day,10,1
218,good and friendly she made our day,3,1
216,so good,0,1
216,so good,9,1
216,so good,7,1
217,as the actors,3,0
218,good and friendly she made our day,2,1
219,not be getting that again,3,1
217,as the actors,0,0
218,good and friendly she made our day,7,1
219,not be getting that again,0,1
219,not be getting that again,4,1
217,as the actors,9,0
217,as the actors,2,0
218,good and friendly she made our day,4,1
217,as the actors,8,0
216,so good,5,1
218,good and friendly she made our day,5,1
216,so good,6,1
219,not be getting that again,6,1
219,not be getting that again,5,1
219,not be getting that again,1,1
216,so good,8,1
219,not be getting that again,2,1
219,not be getting that again,7,1
219,not be getting that again,10,1
219,not be getting that again,9,1
217,as the actors,5,0
219,not be getting that again,8,1
221,i couldnt be overpriced,1,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,2,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,3,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,7,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,8,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,4,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,0,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,10,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,1,0
222,this is that were excellent service and disrespected,3,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,9,0
221,i couldnt be overpriced,0,0
221,i couldnt be overpriced,9,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,5,0
223,egg rolls were fantastic,1,1
221,i couldnt be overpriced,3,0
221,i couldnt be overpriced,10,0
223,egg rolls were fantastic,6,1
221,i couldnt be overpriced,4,0
222,this is that were excellent service and disrespected,6,0
223,egg rolls were fantastic,0,1
223,egg rolls were fantastic,4,1
223,egg rolls were fantastic,2,1
222,this is that were excellent service and disrespected,0,0
222,this is that were excellent service and disrespected,7,0
221,i couldnt be overpriced,5,0
222,this is that were excellent service and disrespected,2,0
221,i couldnt be overpriced,8,0
223,egg rolls were fantastic,10,1
223,egg rolls were fantastic,7,1
221,i couldnt be overpriced,6,0
220,with martin and emilio contains the same phone even when turned up to this place and will get again for free,6,0
222,this is that were excellent service and disrespected,5,0
222,this is that were excellent service and disrespected,8,0
223,egg rolls were fantastic,3,1
222,this is that were excellent service and disrespected,1,1
223,egg rolls were fantastic,9,1
223,egg rolls were fantastic,5,1
222,this is that were excellent service and disrespected,9,0
224,cutie,0,0
222,this is that were excellent service and disrespected,4,0
223,egg rolls were fantastic,8,1
221,i couldnt be overpriced,2,0
224,cutie,1,0
221,i couldnt be overpriced,7,0
224,cutie,2,0
224,cutie,3,0
224,cutie,8,0
224,cutie,4,0
224,cutie,6,0
224,cutie,5,0
225,good for this atrocity,6,0
225,good for this atrocity,4,1
222,this is that were excellent service and disrespected,10,1
225,good for this atrocity,5,0
225,good for this atrocity,3,1
224,cutie,9,0
225,good for this atrocity,2,0
225,good for this atrocity,1,0
225,good for this atrocity,8,0
224,cutie,7,0
224,cutie,10,0
225,good for this atrocity,7,0
227,puff of cream was clear sound,1,0
227,puff of cream was clear sound,9,0
228,clean friendly staff,0,1
228,clean friendly staff,5,1
226,volcano in los angeles is nothing but nonsense,1,1
227,puff of cream was clear sound,7,0
225,good for this atrocity,10,1
226,volcano in los angeles is nothing but nonsense,7,1
228,clean friendly staff,1,1
227,puff of cream was clear sound,8,0
227,puff of cream was clear sound,2,0
226,volcano in los angeles is nothing but nonsense,5,1
226,volcano in los angeles is nothing but nonsense,10,1
228,clean friendly staff,6,1
226,volcano in los angeles is nothing but nonsense,4,1
227,puff of cream was clear sound,4,0
226,volcano in los angeles is nothing but nonsense,3,1
228,clean friendly staff,2,1
226,volcano in los angeles is nothing but nonsense,9,1
226,volcano in los angeles is nothing but nonsense,0,1
226,volcano in los angeles is nothing but nonsense,8,1
225,good for this atrocity,9,1
227,puff of cream was clear sound,0,0
226,volcano in los angeles is nothing but nonsense,6,1
227,puff of cream was clear sound,3,0
226,volcano in los angeles is nothing but nonsense,2,1
225,good for this atrocity,0,1
228,clean friendly staff,4,1
227,puff of cream was clear sound,6,0
228,clean friendly staff,8,1
229,and camera phone is poor hummh,1,1
228,clean friendly staff,3,1
228,clean friendly staff,10,1
227,puff of cream was clear sound,5,0
228,clean friendly staff,7,1
228,clean friendly staff,9,1
229,and camera phone is poor hummh,0,1
229,and camera phone is poor hummh,10,1
229,and camera phone is poor hummh,5,1
227,puff of cream was clear sound,10,0
229,and camera phone is poor hummh,2,1
229,and camera phone is poor hummh,3,1
229,and camera phone is poor hummh,7,1
230,out and crusty and the food was above average or worth the wait that we had for it,2,1
229,and camera phone is poor hummh,9,1
230,out and crusty and the food was above average or worth the wait that we had for it,3,1
229,and camera phone is poor hummh,6,1
230,out and crusty and the food was above average or worth the wait that we had for it,1,1
230,out and crusty and the food was above average or worth the wait that we had for it,0,1
229,and camera phone is poor hummh,8,1
229,and camera phone is poor hummh,4,1
231,i did,7,0
231,i did,3,0
231,i did,6,0
232,deal,9,0
231,i did,8,0
232,deal,7,0
230,out and crusty and the food was above average or worth the wait that we had for it,10,1
231,i did,5,0
231,i did,10,0
232,deal,6,0
232,deal,10,0
232,deal,8,0
232,deal,1,0
231,i did,4,0
232,deal,2,0
230,out and crusty and the food was above average or worth the wait that we had for it,6,1
232,deal,4,0
230,out and crusty and the food was above average or worth the wait that we had for it,7,1
230,out and crusty and the food was above average or worth the wait that we had for it,8,1
231,i did,1,0
230,out and crusty and the food was above average or worth the wait that we had for it,9,1
232,deal,5,0
231,i did,0,0
232,deal,0,0
233,all the characters have good genuine hearts and believable problems,5,1
230,out and crusty and the food was above average or worth the wait that we had for it,5,1
232,deal,3,0
233,all the characters have good genuine hearts and believable problems,3,1
230,out and crusty and the food was above average or worth the wait that we had for it,4,1
233,all the characters have good genuine hearts and believable problems,4,1
231,i did,2,0
233,all the characters have good genuine hearts and believable problems,2,1
233,all the characters have good genuine hearts and believable problems,0,1
233,all the characters have good genuine hearts and believable problems,1,1
233,all the characters have good genuine hearts and believable problems,10,1
233,all the characters have good genuine hearts and believable problems,8,1
234,food and unreliable im officially done well just bad you barking mad,0,1
233,all the characters have good genuine hearts and believable problems,6,1
234,food and unreliable im officially done well just bad you barking mad,1,0
234,food and unreliable im officially done well just bad you barking mad,4,0
234,food and unreliable im officially done well just bad you barking mad,8,1
233,all the characters have good genuine hearts and believable problems,7,1
233,all the characters have good genuine hearts and believable problems,9,1
234,food and unreliable im officially done well just bad you barking mad,2,1
234,food and unreliable im officially done well just bad you barking mad,7,1
234,food and unreliable im officially done well just bad you barking mad,6,0
234,food and unreliable im officially done well just bad you barking mad,9,1
235,knew how to string together narrative,0,0
231,i did,9,0
234,food and unreliable im officially done well just bad you barking mad,10,1
234,food and unreliable im officially done well just bad you barking mad,5,1
234,food and unreliable im officially done well just bad you barking mad,3,1
235,knew how to string together narrative,1,0
235,knew how to string together narrative,3,0
236,great as always the evening was wonderful and imaginative menu,4,1
236,great as always the evening was wonderful and imaginative menu,2,1
235,knew how to string together narrative,2,1
236,great as always the evening was wonderful and imaginative menu,6,1
237,cutouts and buttons are placed perfectly,4,1
236,great as always the evening was wonderful and imaginative menu,5,1
235,knew how to string together narrative,10,0
235,knew how to string together narrative,9,0
236,great as always the evening was wonderful and imaginative menu,8,1
237,cutouts and buttons are placed perfectly,2,1
235,knew how to string together narrative,7,0
235,knew how to string together narrative,5,0
237,cutouts and buttons are placed perfectly,6,1
236,great as always the evening was wonderful and imaginative menu,10,1
235,knew how to string together narrative,6,0
235,knew how to string together narrative,4,0
237,cutouts and buttons are placed perfectly,0,1
237,cutouts and buttons are placed perfectly,1,1
236,great as always the evening was wonderful and imaginative menu,9,1
236,great as always the evening was wonderful and imaginative menu,1,1
237,cutouts and buttons are placed perfectly,5,1
236,great as always the evening was wonderful and imaginative menu,3,1
236,great as always the evening was wonderful and imaginative menu,0,1
238,into dark sitcoms oriented for wasting food was decidely wooden floor,4,0
237,cutouts and buttons are placed perfectly,10,1
235,knew how to string together narrative,8,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,2,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,0,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,1,0
237,cutouts and buttons are placed perfectly,7,1
237,cutouts and buttons are placed perfectly,8,1
236,great as always the evening was wonderful and imaginative menu,7,1
238,into dark sitcoms oriented for wasting food was decidely wooden floor,3,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,5,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,10,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,7,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,6,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,8,0
238,into dark sitcoms oriented for wasting food was decidely wooden floor,9,0
239,despised it,0,1
239,despised it,1,1
239,despised it,4,1
239,despised it,2,1
237,cutouts and buttons are placed perfectly,3,1
237,cutouts and buttons are placed perfectly,9,1
239,despised it,5,1
239,despised it,3,1
241,and considering the two of us left there very full and happy for about you just cant go wrong,8,1
240,apt,10,0
239,despised it,7,1
240,apt,0,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,5,1
242,intoning odd lines,2,0
239,despised it,9,1
240,apt,3,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,3,1
240,apt,9,0
240,apt,1,0
240,apt,6,0
240,apt,5,0
240,apt,8,0
240,apt,4,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,0,1
242,intoning odd lines,8,0
239,despised it,10,1
241,and considering the two of us left there very full and happy for about you just cant go wrong,6,1
242,intoning odd lines,1,0
243,phone,2,0
242,intoning odd lines,7,0
240,apt,2,0
240,apt,7,0
243,phone,3,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,1,1
242,intoning odd lines,6,0
243,phone,4,0
243,phone,1,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,7,1
241,and considering the two of us left there very full and happy for about you just cant go wrong,2,1
241,and considering the two of us left there very full and happy for about you just cant go wrong,4,1
239,despised it,6,1
242,intoning odd lines,5,0
241,and considering the two of us left there very full and happy for about you just cant go wrong,9,1
242,intoning odd lines,10,0
242,intoning odd lines,3,0
242,intoning odd lines,9,0
242,intoning odd lines,0,0
239,despised it,8,1
241,and considering the two of us left there very full and happy for about you just cant go wrong,10,1
243,phone,10,0
243,phone,6,0
243,phone,8,0
243,phone,9,0
243,phone,0,0
243,phone,7,0
243,phone,5,0
244,disgusting piece of blatant american propaganda,0,1
244,disgusting piece of blatant american propaganda,5,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,0,1
244,disgusting piece of blatant american propaganda,9,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,4,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,3,1
244,disgusting piece of blatant american propaganda,8,1
242,intoning odd lines,4,0
244,disgusting piece of blatant american propaganda,4,1
244,disgusting piece of blatant american propaganda,2,1
244,disgusting piece of blatant american propaganda,6,1
244,disgusting piece of blatant american propaganda,3,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,2,1
244,disgusting piece of blatant american propaganda,7,1
246,look too appealing,2,0
244,disgusting piece of blatant american propaganda,10,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,1,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,8,1
246,look too appealing,0,0
245,bose noise cancelling is amazing which is very important for a nyc commuter,5,1
248,were lacking,1,0
245,bose noise cancelling is amazing which is very important for a nyc commuter,7,1
245,bose noise cancelling is amazing which is very important for a nyc commuter,10,1
246,look too appealing,7,0
245,bose noise cancelling is amazing which is very important for a nyc commuter,9,1
246,look too appealing,3,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,8,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,4,0
245,bose noise cancelling is amazing which is very important for a nyc commuter,6,1
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,1,0
246,look too appealing,4,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,2,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,7,0
246,look too appealing,6,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,3,0
246,look too appealing,1,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,6,0
246,look too appealing,9,0
246,look too appealing,5,0
248,were lacking,3,0
246,look too appealing,8,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,0,0
248,were lacking,0,0
248,were lacking,2,0
246,look too appealing,10,0
244,disgusting piece of blatant american propaganda,1,1
248,were lacking,5,0
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,5,0
248,were lacking,4,0
248,were lacking,9,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,1,1
248,were lacking,8,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,0,1
248,were lacking,7,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,7,1
248,were lacking,6,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,5,1
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,2,1
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,9,0
248,were lacking,10,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,4,1
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,8,1
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,6,1
250,had better than new,1,0
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,9,1
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,3,1
251,not be back here again,0,1
249,it feels more comfortable than most headsets because i wear glasses and that gets in the way of dramatic tension or conflict,10,1
251,not be back here again,3,1
251,not be back here again,2,1
250,had better than new,3,0
250,had better than new,4,0
251,not be back here again,1,1
247,beautiful phone into a sobaditsgood or something healthy but then says it says it,10,0
250,had better than new,9,0
251,not be back here again,10,1
250,had better than new,5,0
251,not be back here again,9,1
250,had better than new,7,0
252,this is the mode set button at the quality too,1,0
251,not be back here again,5,1
250,had better than new,0,0
251,not be back here again,4,1
252,this is the mode set button at the quality too,4,0
250,had better than new,6,1
250,had better than new,8,1
250,had better than new,10,0
252,this is the mode set button at the quality too,0,0
251,not be back here again,7,1
251,not be back here again,6,1
252,this is the mode set button at the quality too,7,0
252,this is the mode set button at the quality too,2,0
252,this is the mode set button at the quality too,9,0
252,this is the mode set button at the quality too,6,0
252,this is the mode set button at the quality too,8,0
252,this is the mode set button at the quality too,10,0
253,pretty well,0,0
253,pretty well,2,0
252,this is the mode set button at the quality too,3,0
253,pretty well,7,0
253,pretty well,4,0
253,pretty well,1,0
253,pretty well,5,0
253,pretty well,3,1
251,not be back here again,8,1
253,pretty well,6,0
253,pretty well,9,0
253,pretty well,10,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,4,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,2,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,1,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,0,0
255,each other,0,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,5,0
255,each other,1,0
256,flawed mess,2,1
255,each other,8,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,3,0
252,this is the mode set button at the quality too,5,0
255,each other,6,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,9,0
256,flawed mess,8,1
255,each other,10,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,10,0
257,not only ripped but petrified and tasteless,0,1
253,pretty well,8,0
255,each other,3,0
256,flawed mess,1,1
255,each other,7,0
256,flawed mess,6,1
256,flawed mess,4,1
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,8,0
255,each other,9,0
256,flawed mess,5,1
256,flawed mess,9,1
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,6,0
255,each other,4,0
255,each other,5,0
255,each other,2,0
254,later i returned and had to continue pairing it periodically since it looks and mostly not edible,7,0
256,flawed mess,3,1
256,flawed mess,7,1
257,not only ripped but petrified and tasteless,3,1
257,not only ripped but petrified and tasteless,9,1
257,not only ripped but petrified and tasteless,1,1
257,not only ripped but petrified and tasteless,6,1
257,not only ripped but petrified and tasteless,5,1
258,in the southwest,2,0
258,in the southwest,0,0
250,had better than new,2,1
258,in the southwest,1,0
257,not only ripped but petrified and tasteless,7,1
257,not only ripped but petrified and tasteless,8,1
257,not only ripped but petrified and tasteless,4,1
258,in the southwest,4,0
257,not only ripped but petrified and tasteless,10,1
258,in the southwest,6,0
257,not only ripped but petrified and tasteless,2,1
258,in the southwest,5,0
258,in the southwest,3,0
259,i was no plot,2,0
259,i was no plot,0,0
258,in the southwest,7,0
258,in the southwest,10,0
259,i was no plot,3,0
258,in the southwest,8,0
258,in the southwest,9,0
256,flawed mess,10,1
256,flawed mess,0,1
259,i was no plot,5,0
260,service,5,0
259,i was no plot,1,0
259,i was no plot,10,0
261,horrible dont waste your time and money,1,1
259,i was no plot,8,0
260,service,2,0
260,service,0,0
260,service,8,0
260,service,6,0
260,service,3,0
259,i was no plot,7,0
261,horrible dont waste your time and money,2,1
260,service,9,0
260,service,4,0
259,i was no plot,9,0
260,service,10,0
261,horrible dont waste your time and money,4,1
260,service,1,0
261,horrible dont waste your time and money,0,1
261,horrible dont waste your time and money,3,1
260,service,7,0
261,horrible dont waste your time and money,10,1
261,horrible dont waste your time and money,8,1
261,horrible dont waste your time and money,9,1
262,generous in use but shouting on pretty sure that went very good,0,0
262,generous in use but shouting on pretty sure that went very good,1,0
259,i was no plot,6,0
259,i was no plot,4,0
261,horrible dont waste your time and money,6,1
262,generous in use but shouting on pretty sure that went very good,3,0
261,horrible dont waste your time and money,7,1
261,horrible dont waste your time and money,5,1
262,generous in use but shouting on pretty sure that went very good,6,0
262,generous in use but shouting on pretty sure that went very good,8,0
262,generous in use but shouting on pretty sure that went very good,2,0
263,must have this,6,0
263,must have this,1,0
263,must have this,0,0
262,generous in use but shouting on pretty sure that went very good,4,0
262,generous in use but shouting on pretty sure that went very good,10,0
263,must have this,8,0
263,must have this,5,0
262,generous in use but shouting on pretty sure that went very good,7,0
263,must have this,7,0
263,must have this,3,0
264,unreliable service from tmobile,0,1
264,unreliable service from tmobile,5,1
263,must have this,2,0
263,must have this,4,0
263,must have this,9,0
264,unreliable service from tmobile,1,1
264,unreliable service from tmobile,3,1
264,unreliable service from tmobile,2,1
263,must have this,10,0
264,unreliable service from tmobile,10,1
262,generous in use but shouting on pretty sure that went very good,5,0
264,unreliable service from tmobile,7,1
264,unreliable service from tmobile,4,1
264,unreliable service from tmobile,6,1
266,just a whiny spoiled brat babysitting,2,0
266,just a whiny spoiled brat babysitting,5,0
265,seafood salad with a fabulous vinegrette,4,0
265,seafood salad with a fabulous vinegrette,2,0
265,seafood salad with a fabulous vinegrette,8,1
266,just a whiny spoiled brat babysitting,4,0
265,seafood salad with a fabulous vinegrette,6,0
265,seafood salad with a fabulous vinegrette,5,1
265,seafood salad with a fabulous vinegrette,9,1
264,unreliable service from tmobile,9,1
265,seafood salad with a fabulous vinegrette,7,1
265,seafood salad with a fabulous vinegrette,3,1
265,seafood salad with a fabulous vinegrette,1,1
265,seafood salad with a fabulous vinegrette,10,1
267,price,0,0
266,just a whiny spoiled brat babysitting,3,0
266,just a whiny spoiled brat babysitting,9,1
265,seafood salad with a fabulous vinegrette,0,0
266,just a whiny spoiled brat babysitting,7,1
266,just a whiny spoiled brat babysitting,6,0
266,just a whiny spoiled brat babysitting,8,0
266,just a whiny spoiled brat babysitting,1,0
267,price,1,0
266,just a whiny spoiled brat babysitting,10,0
267,price,6,0
267,price,10,0
267,price,8,0
262,generous in use but shouting on pretty sure that went very good,9,0
264,unreliable service from tmobile,8,1
267,price,7,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,8,0
267,price,5,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,6,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,3,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,7,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,2,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,0,0
267,price,4,0
267,price,3,0
267,price,9,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,5,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,4,0
269,straw in this is,0,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,1,0
266,just a whiny spoiled brat babysitting,0,0
269,straw in this is,2,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,9,0
268,later discarded because the selection on any virtue in space and had this contract and have ever had lunch,10,0
269,straw in this is,10,0
267,price,2,0
270,by landline and cell,10,0
270,by landline and cell,1,0
271,time going but i think i will quickly become a regular,1,1
271,time going but i think i will quickly become a regular,3,1
269,straw in this is,9,0
271,time going but i think i will quickly become a regular,2,1
269,straw in this is,6,0
270,by landline and cell,4,0
270,by landline and cell,6,0
269,straw in this is,4,0
270,by landline and cell,3,0
269,straw in this is,8,0
269,straw in this is,3,0
270,by landline and cell,9,0
270,by landline and cell,7,0
271,time going but i think i will quickly become a regular,4,1
269,straw in this is,7,0
271,time going but i think i will quickly become a regular,8,1
270,by landline and cell,8,0
271,time going but i think i will quickly become a regular,0,1
270,by landline and cell,0,0
271,time going but i think i will quickly become a regular,9,1
270,by landline and cell,2,0
271,time going but i think i will quickly become a regular,7,1
269,straw in this is,5,0
271,time going but i think i will quickly become a regular,10,1
271,time going but i think i will quickly become a regular,6,1
271,time going but i think i will quickly become a regular,5,1
270,by landline and cell,5,0
272,music in,6,0
272,music in,2,0
272,music in,10,0
272,music in,5,0
272,music in,4,0
272,music in,1,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,3,1
272,music in,7,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,5,1
273,place is handsdown one of the few places in phoenix that i would definately go back to again,6,1
272,music in,9,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,2,1
272,music in,8,0
272,music in,0,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,1,1
273,place is handsdown one of the few places in phoenix that i would definately go back to again,0,1
269,straw in this is,1,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,8,1
272,music in,3,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,7,1
275,noises before it ends the call,0,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,10,1
275,noises before it ends the call,8,0
275,noises before it ends the call,9,0
276,never seen,1,0
274,theres not enough movies out there like this one,3,1
275,noises before it ends the call,3,0
274,theres not enough movies out there like this one,4,1
275,noises before it ends the call,1,0
274,theres not enough movies out there like this one,8,1
276,never seen,0,0
274,theres not enough movies out there like this one,0,1
275,noises before it ends the call,6,0
276,never seen,2,0
274,theres not enough movies out there like this one,7,1
275,noises before it ends the call,2,0
276,never seen,4,0
274,theres not enough movies out there like this one,6,1
275,noises before it ends the call,5,0
276,never seen,3,0
275,noises before it ends the call,7,0
275,noises before it ends the call,4,0
275,noises before it ends the call,10,0
274,theres not enough movies out there like this one,9,1
274,theres not enough movies out there like this one,10,1
276,never seen,8,0
273,place is handsdown one of the few places in phoenix that i would definately go back to again,4,1
276,never seen,7,0
274,theres not enough movies out there like this one,2,1
273,place is handsdown one of the few places in phoenix that i would definately go back to again,9,1
276,never seen,5,0
276,never seen,6,0
274,theres not enough movies out there like this one,1,1
276,never seen,9,0
276,never seen,10,0
277,wasnt worth wasting my purchase,0,1
277,wasnt worth wasting my purchase,6,1
277,wasnt worth wasting my purchase,9,1
277,wasnt worth wasting my purchase,5,1
277,wasnt worth wasting my purchase,4,1
278,owned i saw in the salmon sashimi,2,0
277,wasnt worth wasting my purchase,10,1
277,wasnt worth wasting my purchase,8,1
277,wasnt worth wasting my purchase,1,1
277,wasnt worth wasting my purchase,2,1
278,owned i saw in the salmon sashimi,1,0
277,wasnt worth wasting my purchase,3,1
277,wasnt worth wasting my purchase,7,1
278,owned i saw in the salmon sashimi,3,0
278,owned i saw in the salmon sashimi,0,0
279,a professional degree,8,0
274,theres not enough movies out there like this one,5,1
279,a professional degree,4,0
278,owned i saw in the salmon sashimi,6,0
279,a professional degree,1,0
